nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
60000411;60780780;CH DU PAYS DE LA ROUDOULE PUGET;CH DU PAYS DE LA ROUDOULE PUGET THENIERS;;QUA;LA CONDAMINE;;;99.0;6;ALPES MARITIMES;06260 PUGET THENIERS;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PUGET THENIERS
60000478;60780897;CENTRE HOSPITALIER DE GRASSE;CENTRE HOSPITALIER DE GRASSE;;CHE;DE CLAVARY;;BP 53149;69.0;6;ALPES MARITIMES;06135 GRASSE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GRASSE
60000486;60780905;CH SAINT ELOI DE SOSPEL;CENTRE HOSPITALIER SAINT ELOI DE SOSPEL;;PL;SAINT FRANCOIS;;;136.0;6;ALPES MARITIMES;06380 SOSPEL;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SOSPEL
60000494;60780921;CH SAINT LAZARE DE TENDE;CENTRE HOSPITALIER SAINT LAZARE DE TENDE;;QUA;SPEGGI ROUTE NATIONALE 204;;;163.0;6;ALPES MARITIMES;06430 TENDE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TENDE
60000510;60780954;CH D'ANTIBES JUAN LES PINS;CENTRE HOSPITALIER D'ANTIBES JUAN LES PINS;107.0;AV;DE NICE;;;4.0;6;ALPES MARITIMES;06606 ANTIBES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ANTIBES
60000544;60780988;CH DE CANNES SIMONE VEIL;CENTRE HOSPITALIER DE CANNES SIMONE VEIL;15.0;AV;DES BROUSSAILLES;;CS 50008;29.0;6;ALPES MARITIMES;06414 CANNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CANNES
60001625;60006889;CENTRE JEAN CHANTON ROQUEBILLIERE;CENTRE JEAN CHANTON ROQUEBILLIERE;;BD;DU DOCTEUR RENE ROQUES;;;103.0;6;ALPES MARITIMES;06450 ROQUEBILLIERE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROQUEBILLIERE
60002102;60791761;CH LA PALMOSA DE MENTON;CENTRE HOSPITALIER LA PALMOSA DE MENTON;2.0;AV;ANTOINE PEGLION;;BP 189;83.0;6;ALPES MARITIMES;06507 MENTON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MENTON
60024890;60780988;HJ ADULTE SECT2 BOSQUETS CH CANNES;HJ ADULTE SECT2 LES BOSQUETS CH CANNES;12.0;R;DU BOSQUET;;;29.0;6;ALPES MARITIMES;06151 CANNES LA BOCCA CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CANNES LA BOCCA
60024908;60780988;HJ ADULTE SECT3 EXTIME CH CANNES;HJ ADULTE SECT3 EXTIME CH CANNES;27.0;AV;ISOLA BELLA;;;29.0;6;ALPES MARITIMES;06400 CANNES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CANNES
60030889;60780988;CATTP IJ COEUR DE GRASSE CH CANNES;CATTP IJ COEUR DE GRASSE CH CANNES;3.0;ALL;DU 8 MAI 1945;;;69.0;6;ALPES MARITIMES;06130 GRASSE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GRASSE
60031333;60780954;HOP DE JOUR PSYCHIATRIQUE L'ESCALE;HOPITAL DE JOUR PSYCHIATRIQUE L'ESCALE;2067.0;CHE;DE SAINT CLAUDE IMM PROXIMA;;;4.0;6;ALPES MARITIMES;06600 ANTIBES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ANTIBES
60787801;60780897;HOPITAL DU PETIT PARIS;HOPITAL DU PETIT PARIS;78.0;BD;VICTOR HUGO;;;69.0;6;ALPES MARITIMES;06130 GRASSE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GRASSE
60793932;60780988;CENTRE PLANIF GYN OBS CH CANNES;CENTRE PLANIF GYN OBS CH CANNES;15.0;AV;DES BROUSSAILLES;;CS 50008;29.0;6;ALPES MARITIMES;06414 CANNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CANNES
60793981;60780897;CH PLANIFICATION GYN OBS DE GRASSE;CH PLANIFICATION SCE GYN OBS DE GRASSE;;CHE;DE CLAVARY;;BP 53149;69.0;6;ALPES MARITIMES;06135 GRASSE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GRASSE
60794021;60780988;SSR ISOLA BELLA CH CANNES;SSR ISOLA BELLA CH CANNES;27.0;AV;ISOLA BELLA;;;29.0;6;ALPES MARITIMES;06400 CANNES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CANNES
70000013;70002878;CH DE PRIVAS ARDECHE;CENTRE HOSPITALIER DE PRIVAS ARDECHE;2.0;AV;PASTEUR;;BP 707;186.0;7;ARDECHE;07007 PRIVAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PRIVAS
70000021;70007927;CH DE JOYEUSE;CENTRE HOSPITALIER DE JOYEUSE;2.0;R;DU BOURDARY;;;110.0;7;ARDECHE;07260 JOYEUSE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JOYEUSE
70000039;70780119;CH DE VALLON PONT D'ARC;CENTRE HOSPITALIER DE VALLON PONT D'ARC;;R;LOUIS CLARON;;;330.0;7;ARDECHE;07150 VALLON PONT D ARC;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALLON PONT D ARC
70000047;70780127;CH DE VILLENEUVE DE BERG;CENTRE HOSPITALIER DE VILLENEUVE DE BERG;;R;DE L'HOPITAL;;;341.0;7;ARDECHE;07170 VILLENEUVE DE BERG;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VILLENEUVE DE BERG
70000062;70005558;CH DE BOURG SAINT ANDEOL;CENTRE HOSPITALIER DE BOURG SAINT ANDEOL;;R;PAUL SEMARD;;BP 9;42.0;7;ARDECHE;07700 BOURG ST ANDEOL;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOURG ST ANDEOL
70000070;70780150;CH DU CHEYLARD;CENTRE HOSPITALIER DU CHEYLARD;1.0;R;FERNAND LAFONT;;BP 43;64.0;7;ARDECHE;07160 LE CHEYLARD;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LE CHEYLARD
70000112;70007927;CH LEOPOLD OLLIER;CENTRE HOSPITALIER LEOPOLD OLLIER;27.0;CHE;DU GANIVAY;;;50.0;7;ARDECHE;07140 CHAMBONAS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHAMBONAS
70000146;70004742;CH DE LARGENTIERE;CENTRE HOSPITALIER DE LARGENTIERE;;AV;DES MARRONNIERS;;;132.0;7;ARDECHE;07110 LARGENTIERE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LARGENTIERE
70000179;70780358;CH ARDECHE NORD;CENTRE HOSPITALIER ARDECHE NORD;;R;DU BON PASTEUR;;BP 119;10.0;7;ARDECHE;07103 ANNONAY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ANNONAY
70000187;70780366;CH DE LAMASTRE;CENTRE HOSPITALIER DE LAMASTRE;5.0;AV;DU DOCTEUR ELISEE CHARRA;;;129.0;7;ARDECHE;07270 LAMASTRE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LAMASTRE
70000195;70780374;CH DE TOURNON SUR RHONE;CENTRE HOSPITALIER DE TOURNON SUR RHONE;50.0;R;DES ALPES;;BP 63;324.0;7;ARDECHE;07301 TOURNON SUR RHONE CEDEX;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TOURNON SUR RHONE
70000203;70780382;CH DE SAINT FELICIEN;CENTRE HOSPITALIER DE SAINT-FELICIEN;2.0;R;DU PONT VIEUX;;;236.0;7;ARDECHE;07410 ST FELICIEN;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST FELICIEN
70000484;70005566;CH ARDECHE MERIDIONALE -VALS LES BAINS;CH ARDECHE MERIDIONALE - VALS LES BAINS;19.0;AV;PAUL RIBEYRE;;BP 119;331.0;7;ARDECHE;07600 VALS LES BAINS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VALS LES BAINS
70000609;70005566;CH ARDECHE MERIDIONALE - AUBENAS;CH ARDECHE MERIDIONALE - AUBENAS;14.0;AV;DE BELLANDE;;;19.0;7;ARDECHE;07205 AUBENAS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AUBENAS
70006804;70005566;SSR L.ROUVEYROL CH ARDECHE MERIDIONALE;SSR LEON ROUVEYROL CH ARDECHE MERIDIONALE;7.0;AV;DE LA GARE;;;19.0;7;ARDECHE;07200 AUBENAS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AUBENAS
70780390;70000211;CH DE SERRIERES;CENTRE HOSPITALIER DE SERRIERES;25.0;AV;HELVÉTIA;;;313.0;7;ARDECHE;07340 SERRIERES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SERRIERES
70783824;70002878;MAISON DE CURE DU MONTOULON;MAISON DE CURE DU MONTOULON;;AV;DES ANCIENS COMBATTANTS;;LE MONTOULON;186.0;7;ARDECHE;07000 PRIVAS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PRIVAS
80000110;80011174;CENTRE HOSPITALIER DE SEDAN;;2.0;AV;GENERAL MARGUERITTE;;CS 40903;409.0;8;ARDENNES;08209 SEDAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEDAN
80000219;80001969;CENTRE HOSPITALIER DE RETHEL;;1.0;PL;HOURTOULE;;;362.0;8;ARDENNES;08300 RETHEL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;RETHEL
80000276;80001969;CENTRE HOSPITALIER DE VOUZIERS;;12.0;R;HENRIONNET;;;490.0;8;ARDENNES;08400 VOUZIERS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VOUZIERS
80000284;80011174;CENTRE HOSPITALIER DE FUMAY;;30.0;PL;DU BATY;;;185.0;8;ARDENNES;08170 FUMAY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FUMAY
80000300;80011174;CENTRE HOSPITALIER DE NOUZONVILLE;;65.0;R;EDOUARD VAILLANT;;BP 33;328.0;8;ARDENNES;08700 NOUZONVILLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NOUZONVILLE
80000425;80011174;CH CHARLEVILLE - HOPITAL MANCHESTER;CH DE CHARLEVILLE MEZIERES - HOPITAL DE MANCHESTER;45.0;AV;DE MANCHESTER;;BP 10900;105.0;8;ARDENNES;08011 CHARLEVILLE MEZIERES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHARLEVILLE MEZIERES
80009814;80011174;ANTENNE DE SMUR - CH CHARLEVILLE;;;PL;DU BATY;;;185.0;8;ARDENNES;08170 FUMAY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FUMAY
90000019;90180019;CH SAINT LOUIS AX LES THERMES;CENTRE HOSPITALIER SAINT LOUIS AX LES THERMES;;PL;DU BREILH;;;32.0;9;ARIEGE;09110 AX LES THERMES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AX LES THERMES
90000175;90781774;CHIVA SITE ST JEAN DE VERGES;CHIVA SITE SAINT JEAN DE VERGES;;CHE;DE BARRAU;;BP 90064;264.0;9;ARIEGE;09000 ST JEAN DE VERGES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN DE VERGES
90000183;90781816;CH ARIEGE COUSERANS SITE ST LIZIER;CENTRE HOSPITALIER ARIEGE COUSERANS SITE SAINT LIZIER;;QUA;ROSES;;;268.0;9;ARIEGE;09190 ST LIZIER;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST LIZIER
90000217;90782251;CH TARASCON SUR ARIEGE;CENTRE HOSPITALIER TARASCON SUR ARIEGE;;R;LAFRAU HAUT;;;306.0;9;ARIEGE;09400 TARASCON SUR ARIEGE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TARASCON SUR ARIEGE
90001629;90781774;CHIVA SITE LAVELANET;CHIVA SITE LAVELANET CH DU PAYS D'OLMES;;CHE;DE LA SOULANO;;BP 30197;160.0;9;ARIEGE;09301 LAVELANET CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LAVELANET
90002932;90781816;HJ PSY GEN GIRONS CH ARIEGE COUSERANS;HOPITAL DE JOUR PSY GENERALE ST GIRONS CH ARIEGE COUSERANS;49.0;R;JOSEPH PUJOL;;;261.0;9;ARIEGE;09200 ST GIRONS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST GIRONS
90003799;90781816;HJ PIJ L'HERM CH ARIEGE COUSERANS;HOPITAL JOUR PSY INFANTO JUVENILE L'HERM CH ARIEGE COUSERANS;;;LA VERGNIERE;;;138.0;9;ARIEGE;09000 L HERM;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;L HERM
90784554;90781816;HJ PSY GEN PAMIERS CH ARIEGE COUS;HOPITAL DE JOUR PSY GENERALE PAMIERS CH ARIEGE COUSERAN;1.0;CHE;DE CAILLOUP;;;225.0;9;ARIEGE;09100 PAMIERS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PAMIERS
100000090;100000017;CENTRE HOSPITALIER DE TROYES;CENTRE HOSPITALIER DE TROYES;101.0;AV;ANATOLE FRANCE;;;387.0;10;AUBE;10003 TROYES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TROYES
100000116;100000041;CENTRE HOSPITALIER DE BAR SUR AUBE;;2.0;R;GASTON CHEQ;;;33.0;10;AUBE;10200 BAR SUR AUBE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAR SUR AUBE
100000140;100000058;CENTRE HOSPITALIER DE BAR-SUR-SEINE;;6.0;R;DU STADE;;;34.0;10;AUBE;10110 BAR SUR SEINE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAR SUR SEINE
100000199;100006279;CENTRE HOSPITALIER DE ROMILLY/SEINE;CENTRE HOSPITALIER DE ROMILLY SUR SEINE;;AV;PAUL V COUTURIER;;;323.0;10;AUBE;10105 ROMILLY SUR SEINE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROMILLY SUR SEINE
100000801;100006279;HOPITAL LOCAL DE NOGENT-SUR-SEINE;;5.0;PL;ARISTIDE BRIAND;;;268.0;10;AUBE;10400 NOGENT SUR SEINE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NOGENT SUR SEINE
100006493;100000017;SECTION MOYEN SEJOUR - CH DE TROYES;SECTION MOYEN SEJOUR - CH DE TROYES;;R;DE LA MARNE;;;387.0;10;AUBE;10000 TROYES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TROYES
100007699;100006279;HAD GHAM;;;AV;PAUL VAILLANT COUTURIER;;;323.0;10;AUBE;10105 ROMILLY SUR SEINE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROMILLY SUR SEINE
100009364;100000017;MCO COMTE HENRI - CH DE TROYES;;37.0;R;DE LA MARNE;;;387.0;10;AUBE;10000 TROYES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TROYES
100009380;100000017;UNITE D'ALCOOLOGIE JEAN SCHIFFER;;1.0;AV;MARECHAL LECLERC;;;297.0;10;AUBE;10150 PONT STE MARIE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PONT STE MARIE
100010206;100000017;ANTENNE SMUR DE BAR SUR AUBE;;2.0;R;GASTON CHEQ;;;33.0;10;AUBE;10200 BAR SUR AUBE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BAR SUR AUBE
110000023;110780061;CH CARCASSONNE;CENTRE HOSPITALIER CARCASSONNE ANTOINE GAYRAUD;1060.0;CHE;DE LA MADELEINE;;CS 40001;69.0;11;AUDE;11010 CARCASSONNE CEDEX 9;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CARCASSONNE 
110000049;110780087;CH JP CASSABEL CASTELNAUDARY;CENTRE HOSPITALIER JEAN PIERRE CASSABEL;19.0;AV;MONSEIGNEUR DE LANGLE;;;76.0;11;AUDE;11400 CASTELNAUDARY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CASTELNAUDARY
110000056;110780137;CH NARBONNE;CENTRE HOSPITALIER DE NARBONNE HOTEL DIEU;;BD;DOCTEUR LACROIX;;BP 824;262.0;11;AUDE;11108 NARBONNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NARBONNE
110000189;110780707;CH LIMOUX QUILLAN SITE DE LIMOUX;CENTRE HOSPITALIER LIMOUX QUILLAN SITE DE LIMOUX;17.0;R;MADELEINE BRES;;BP 80;206.0;11;AUDE;11304 LIMOUX CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LIMOUX
110000247;110780772;CH LEZIGNAN CORBIERES;CENTRE HOSPITALIER DE LEZIGNAN CORBIERES;;BD;PASTEUR;;BP 204;203.0;11;AUDE;11202 LEZIGNAN CORBIERES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LEZIGNAN CORBIERES
110000262;110781010;CH FRANCIS VALS PORT LA NOUVELLE;CENTRE HOSPITALIER FRANCIS VALS PORT LA NOUVELLE;150.0;R;FREDERIC DE GIRARD;;;266.0;11;AUDE;11210 PORT LA NOUVELLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PORT LA NOUVELLE
110002953;110780137;HJ PSY GEN PSYCHOTIQUE CH NARBONNE;CH NARBONNE HOSPIT JOUR PSY GEN PSYCHOTIQUES CHRONI GRAVES;911.0;R;MASCARA;;;262.0;11;AUDE;11100 NARBONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NARBONNE
110005246;110780137;SSR GERIATRIE CH NARBONNE;SSR GERIATRIE CH NARBONNE;;R;NICOLAS LEBLANC;;;262.0;11;AUDE;11100 NARBONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NARBONNE
110006996;110780137;HJ PSY GEN CTRE ALCOOLOGIE CH NARBONNE;CH NARBONNE HJ PSY GEN POUR PATIENTS ALCOOLIQUES;911.0;R;MASCARA;;;262.0;11;AUDE;11100 NARBONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NARBONNE
110007580;110780061;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;CH CARCASSONNE SMUR ANTENNE CASTELNAUDARY;19.0;AV;MONSEIGNEUR DE LANGLE;;;76.0;11;AUDE;11400 CASTELNAUDARY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CASTELNAUDARY
110007598;110780061;CH CARCASSONNE SMUR ANTENNE QUILLAN;CH CARCASSONNE SMUR ANTENNE QUILLAN;;R;DU DR ROUEYLOU;;;304.0;11;AUDE;11500 QUILLAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;QUILLAN
110780236;110780707;CH LIMOUX QUILLAN SITE DE QUILLAN;CENTRE HOSPITALIER DE LIMOUX QUILLAN SITE DE QUILLAN;;R;DU DOCTEUR ROUEYLOU;;;304.0;11;AUDE;11500 QUILLAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;QUILLAN
110781291;110780137;CL STE THERESE CH NARBONNE;CLINIQUE PSYCHIATRIQUE SAINTE THERESE CH NARBONNE;;R;SIMON CASTAN;;;262.0;11;AUDE;11100 NARBONNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NARBONNE
110783396;110780087;CENTRE PLANIF CASTELNAUDARY;CENTRE PLANIFICATION EDUCATION FAMILIALE CASTELNAUDARY;23.0;AV;MONSEIGNEUR DE LANGLE;;;76.0;11;AUDE;11400 CASTELNAUDARY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CASTELNAUDARY
110787223;110780772;CENTRE PLANIF ET D' EDUC. FAMILIALE;CENTRE DE PLANIFICATION ET EDUCATION FAMILIALE;;BD;PASTEUR;;;203.0;11;AUDE;11202 LEZIGNAN CORBIERES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LEZIGNAN CORBIERES
